Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,
爭鮮迴轉壽司-內湖店,114台灣台北市內湖區成功路四段186號,3.7,932,25.0838423,121.5943079,+886 2 2791 1380,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,FALSE,https://maps.google.com/?cid=13241470893412198042,2,
摩斯漢堡 內湖店,114台灣台北市內湖區成功路四段202號,3.7,702,25.0844284,121.5954487,+886 2 8792 2570,星期一: 06:00 – 23:00,星期二: 06:00 – 23:00,星期三: 06:00 – 23:00,星期四: 06:00 – 23:00,星期五: 06:00 – 23:00,星期六: 06:00 – 23:00,星期日: 06:00 – 23:00,TRUE,https://maps.google.com/?cid=6540876097585546891,2,
百魚鮮食屋,114台灣台北市內湖區內湖路一段285巷65弄13號,4.6,1563,25.0844542,121.5675083,+886 909 820 289,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 20:00","星期三: 11:30 – 14:30, 17:30 – 20:00","星期四: 11:30 – 14:30, 17:30 – 20:00","星期五: 11:30 – 14:30, 17:30 – 20:00","星期六: 11:30 – 14:30, 17:30 – 20:00","星期日: 11:30 – 14:30, 17:30 – 20:00",,https://maps.google.com/?cid=17424191939546716731,2,
麥味登 內湖園區店,114台灣台北市內湖區內湖路一段323巷30號,3.9,274,25.084282,121.5678929,+886 2 2627 5822,星期一: 07:00 – 15:00,星期二: 07:00 – 15:00,星期三: 07:00 – 15:00,星期四: 07:00 – 15:00,星期五: 07:00 – 15:00,星期六: 07:00 – 15:00,星期日: 07:00 – 15:00,,https://maps.google.com/?cid=3343281262407814285,,
麥當勞-內湖金龍餐廳,114台灣台北市內湖區金龍路6號,3.4,1195,25.0845091,121.5943056,+886 2 2791 1678,星期一: 06:00 – 00:00,星期二: 06:00 – 00:00,星期三: 06:00 – 00:00,星期四: 06:00 – 00:00,星期五: 06:00 – 00:00,星期六: 06:00 – 00:00,星期日: 06:00 – 00:00,,https://maps.google.com/?cid=10830888968879317742,1,
Q Burger 內湖金龍店,114台灣台北市內湖區金龍路74號,3.9,397,25.084956,121.592347,+886 2 2792 8292,星期一: 06:00 – 13:30,星期二: 06:00 – 13:30,星期三: 06:00 – 13:30,星期四: 06:00 – 13:30,星期五: 06:00 – 13:30,星期六: 06:00 – 14:00,星期日: 06:00 – 14:00,,https://maps.google.com/?cid=2356209301591662159,1,
墨魚廚房 PASTACO&CURRYTACO｜台北內湖旗艦店,114台灣台北市內湖區環山路一段90號,4.7,494,25.0865404,121.5674489,+886 2 2627 4888,星期一: 休息,"星期二: 11:30 – 14:00, 17:30 – 20:00","星期三: 11:30 – 14:00, 17:30 – 20:00","星期四: 11:30 – 14:00, 17:30 – 20:00","星期五: 11:30 – 14:00, 17:30 – 20:00","星期六: 11:30 – 14:00, 17:30 – 20:00","星期日: 11:30 – 14:00, 17:30 – 20:00",TRUE,https://maps.google.com/?cid=5025710061800660018,,
さち福や(幸福家) 內湖店,114台灣台北市內湖區成功路四段188號,4.4,1153,25.0841289,121.594372,+886 2 2793 0788,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 20:30,FALSE,https://maps.google.com/?cid=4009345818506560625,2,
五漁村丼飯屋,11443台灣台北市內湖區內湖路一段285巷59弄14號,4.5,763,25.0839123,121.5674384,+886 938 292 398,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,https://maps.google.com/?cid=9748500040136346567,,
RAW,10491台灣台北市中山區樂群三路301號,4.4,2628,25.0828183,121.5593386,+886 2 8501 5800,星期一: 休息,星期二: 休息,"星期三: 11:30 – 14:30, 18:00 – 22:00","星期四: 11:30 – 14:30, 18:00 – 22:00","星期五: 11:30 – 14:30, 18:00 – 22:00","星期六: 11:30 – 14:30, 18:00 – 22:00","星期日: 11:30 – 14:30, 18:00 – 22:00",FALSE,https://maps.google.com/?cid=4019288039047906847,,
WIRED CHAYA茶屋 內湖店,114台灣台北市內湖區成功路四段188號,4,776,25.0840654,121.5946506,+886 2 7747 2978,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=13589222344970050348,2,
一齊丼,114台灣台北市內湖區內湖路一段285巷68弄9號,4.6,120,25.0856295,121.5670077,+886 2 8751 0509,星期一: 休息,"星期二: 12:20 – 13:30, 17:00 – 18:30","星期三: 12:20 – 13:30, 17:00 – 18:30","星期四: 12:20 – 13:30, 17:00 – 18:30","星期五: 12:20 – 13:30, 17:00 – 18:30",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=7468918573596905607,2,
銀座杏子日式豬排-內湖Citylink店,114台灣台北市內湖區成功路四段188號2F號,4.2,1068,25.0843466,121.59443,+886 2 2792 5939,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=14280441037098163342,2,
BearOne 熊壹樂生活,114台灣台北市內湖區港華街125號,5,15,25.083929,121.5726202,+886 2 2794 3598,星期一: 10:00 – 18:00,星期二: 10:00 – 18:00,星期三: 休息,星期四: 10:00 – 18:00,星期五: 10:00 – 18:00,星期六: 10:00 – 18:00,星期日: 10:00 – 18:00,TRUE,https://maps.google.com/?cid=5476679920969388115,,
永吉涼麵金龍店,114台灣台北市內湖區金龍路138-1號,4.1,74,25.0857791,121.5898016,,星期一: 休息,星期二: 06:00 – 14:00,星期三: 06:00 – 14:00,星期四: 06:00 – 14:00,星期五: 06:00 – 14:00,星期六: 06:00 – 14:00,星期日: 06:00 – 14:00,,https://maps.google.com/?cid=15148424226374786044,,
紅橘子精緻早午餐．金龍店,11455台灣台北市內湖區金龍路238號 號,3.7,84,25.088626,121.586297,+886 2 2796 3185,星期一: 06:00 – 13:30,星期二: 06:00 – 13:30,星期三: 06:00 – 13:30,星期四: 06:00 – 13:00,星期五: 06:00 – 13:00,星期六: 06:00 – 13:30,星期日: 06:00 – 13:30,,https://maps.google.com/?cid=6698438789755397495,1,
鐵板教父 Iron Chef Teppanyaki,10491台灣台北市中山區植福路215號2 F,4.5,332,25.0830815,121.5607871,+886 2 8502 7689,"星期一: 12:00 – 14:30, 17:30 – 21:30","星期二: 12:00 – 14:30, 17:30 – 21:30","星期三: 12:00 – 14:30, 17:30 – 21:30","星期四: 12:00 – 14:30, 17:30 – 21:30","星期五: 12:00 – 14:30, 17:30 – 21:30","星期六: 12:00 – 14:30, 17:30 – 21:30","星期日: 12:00 – 14:30, 17:30 – 21:30",TRUE,https://maps.google.com/?cid=8529386874726446522,,
饗趣31義式景觀餐廳,114台灣台北市內湖區成功路五段31號,4.4,3324,25.0826774,121.6040391,+886 2 2791 3281,星期一: 10:00 – 21:00,星期二: 10:00 – 21:00,星期三: 10:00 – 21:00,星期四: 10:00 – 21:00,星期五: 10:00 – 21:00,星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,TRUE,https://maps.google.com/?cid=9908582300608271852,2,
瓦城泰國料理 - 西湖店,114台灣台北市內湖區內湖路一段246-1號,4.1,675,25.0819475,121.5663555,+886 2 2659 9618,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 15:00, 17:30 – 21:30","星期日: 11:30 – 15:00, 17:30 – 21:30",,https://maps.google.com/?cid=5335746178233461872,2,
米粒 Milý,114台灣台北市內湖區內湖路二段103巷48-4號,4.5,277,25.0822177,121.5810124,+886 2 2797 7376,星期一: 休息,"星期二: 11:00 – 15:00, 17:00 – 19:00","星期三: 11:00 – 15:00, 17:00 – 19:00","星期四: 11:00 – 15:00, 17:00 – 19:00","星期五: 11:00 – 15:00, 17:00 – 19:00","星期六: 10:00 – 15:00, 17:00 – 20:00","星期日: 10:00 – 15:00, 17:00 – 20:00",,https://maps.google.com/?cid=14653735447384097496,2,
隨主飡法式水煮專賣(DGI餐盒)-台北|內湖店|外帶|外送,"號1樓, No. 16內湖路一段323巷4弄內湖區台北市台灣 114",4.3,166,25.082733,121.5675193,+886 986 879 968,星期一: 10:00 – 13:30,星期二: 10:00 – 13:30,星期三: 10:00 – 13:30,星期四: 10:00 – 13:30,星期五: 10:00 – 13:30,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=10060757747892265274,,
七海酒樓,114台灣台北市內湖區成功路四段166號2樓,3.9,1084,25.0829856,121.5932303,+886 2 2791 6188,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:00 – 14:30, 17:00 – 21:00","星期日: 11:00 – 14:30, 17:00 – 21:00",TRUE,https://maps.google.com/?cid=15623480866140502876,2,
聞香園熱炒100,114台灣台北市內湖區成功路四段41巷4號,3.7,153,25.081215,121.5919376,+886 2 2791 8201,星期一: 休息,"星期二: 11:30 – 13:30, 17:00 – 22:00","星期三: 11:30 – 13:30, 17:00 – 22:00","星期四: 11:30 – 13:30, 17:00 – 22:00","星期五: 11:30 – 13:30, 17:00 – 22:00","星期六: 11:30 – 13:30, 17:00 – 22:00","星期日: 11:30 – 13:30, 17:00 – 22:00",,https://maps.google.com/?cid=8698401206286063005,1,
象園咖啡內湖店,114台灣台北市內湖區內湖路二段192號,4.3,4991,25.080771,121.5857379,+886 2 2792 6080,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,TRUE,https://maps.google.com/?cid=14229895929401797291,2,
三元花園韓式餐廳 瑞光店,114台灣台北市內湖區瑞光路188巷43號1F,4.4,2381,25.0739726,121.576289,+886 2 8752 3222,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=9970575342640245975,3,
貝莉義式餐廳,114台灣台北市内湖区文德路22巷44弄20號1樓,4.2,333,25.076637,121.580766,+886 2 2627 1796,"星期一: 11:00 – 14:30, 17:30 – 21:00","星期二: 11:00 – 14:30, 17:30 – 21:00","星期三: 11:00 – 14:30, 17:30 – 21:00","星期四: 11:00 – 14:30, 17:30 – 21:00","星期五: 11:00 – 14:30, 17:30 – 21:00","星期六: 11:00 – 14:30, 17:30 – 21:00",星期日: 休息,,https://maps.google.com/?cid=115934426184858457,1,
Oh Ya BBQ 炭烤吐司,"No. 113, Jiangnan St,, 江南街內湖區台北市台灣 114",4.2,72,25.0763992,121.5761187,+886 2 2657 7313,星期一: 06:30 – 14:00,星期二: 06:30 – 14:00,星期三: 06:30 – 14:00,星期四: 06:30 – 14:00,星期五: 06:30 – 14:00,星期六: 07:00 – 12:00,星期日: 休息,,https://maps.google.com/?cid=13267269666601516280,,
KitchenNow @ 內湖洲子店,114063台灣台北市內湖區瑞光路517號,4.9,202,25.0791841,121.5693297,+886 2 8751 8017,星期一: 10:00 – 21:00,星期二: 10:00 – 21:00,星期三: 10:00 – 21:00,星期四: 10:00 – 21:00,星期五: 10:00 – 21:00,星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,,https://maps.google.com/?cid=2051987341348808884,,
Liquid Bread Company LBC 江南店,114034台灣台北市內湖區江南街35號,4.5,92,25.0778882,121.5781885,+886 2 2659 8488,"星期一: 10:30 – 15:00, 16:00 – 18:00","星期二: 10:30 – 15:00, 16:00 – 18:00","星期三: 10:30 – 15:00, 16:00 – 18:00","星期四: 10:30 – 15:00, 16:00 – 18:00","星期五: 10:30 – 15:00, 16:00 – 18:00",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=5336681894731221404,,
OP找餐,114台灣台北市內湖區江南街23號,4.4,199,25.0780798,121.5785178,+886 2 2627 7212,星期一: 06:00 – 14:00,星期二: 06:00 – 14:00,星期三: 06:00 – 14:00,星期四: 06:00 – 14:00,星期五: 06:00 – 14:00,星期六: 07:00 – 14:00,星期日: 07:00 – 14:00,,https://maps.google.com/?cid=14963992911530329522,1,
Bsb美式餐廳,114台灣台北市內湖區瑞光路287號,4.2,1244,25.0755556,121.5763889,+886 2 2658 0622,星期一: 休息,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,TRUE,https://maps.google.com/?cid=2725754655452997044,2,
江南傳奇涮涮鍋,114台灣台北市內湖區江南街65巷45號,4.7,1617,25.0765859,121.5787774,+886 2 2657 6919,"星期一: 11:30 – 14:30, 17:00 – 21:30","星期二: 11:30 – 14:30, 17:00 – 21:30","星期三: 11:30 – 14:30, 17:00 – 21:30","星期四: 11:30 – 14:30, 17:00 – 21:30","星期五: 11:30 – 14:30, 17:00 – 21:30","星期六: 11:30 – 14:30, 17:00 – 21:30","星期日: 11:30 – 14:30, 17:00 – 21:30",,https://maps.google.com/?cid=15397478401444102382,1,
Miacucina內湖 (新視覺開幕!!),114台灣台北市內湖區瑞光路601號,4,1969,25.0800715,121.5671821,+886 2 2659 3918,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,TRUE,https://maps.google.com/?cid=2590448054996428308,2,
騰爐酸菜白肉鍋,114台灣台北市內湖區洲子街108號,4.4,5176,25.0804461,121.5696395,+886 2 2798 7696,"星期一: 12:00 – 15:00, 18:00 – 22:00",星期二: 休息,"星期三: 12:00 – 15:00, 18:00 – 22:00","星期四: 12:00 – 15:00, 18:00 – 22:00","星期五: 12:00 – 15:00, 18:00 – 22:00","星期六: 12:00 – 15:00, 17:30 – 22:00","星期日: 12:00 – 15:00, 17:30 – 22:00",,https://maps.google.com/?cid=5237364892744316832,2,
Bonjour 日安,114台灣台北市內湖區內湖路二段56號,4.4,267,25.078996,121.5804782,+886 2 2798 5786,星期一: 06:00 – 14:00,星期二: 06:00 – 14:00,星期三: 06:00 – 14:00,星期四: 06:00 – 14:00,星期五: 06:00 – 14:00,星期六: 07:00 – 14:00,星期日: 07:00 – 14:00,,https://maps.google.com/?cid=4966881454097568424,1,
麥香美早餐店,114台灣台北市內湖區文德路210巷30弄92號,4.2,64,25.0769047,121.5853054,+886 2 2627 9957,星期一: 05:30 – 13:00,星期二: 05:30 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=507109702994483732,1,
MOUNTAIN FUSION,114台灣台北市內湖區內湖路一段312號,4.3,1541,25.0809926,121.5691794,+886 2 8751 3572,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:00 – 20:00,,https://maps.google.com/?cid=3655312957324541691,2,
GOOD呷 地中海料理 內湖旗艦店,114台灣台北市內湖區瑞光路586號,4.6,112,25.0801527,121.5661513,+886 2 2659 1586,"星期一: 11:00 – 15:00, 16:30 – 20:30","星期二: 11:00 – 15:00, 16:30 – 20:00","星期三: 11:00 – 15:00, 16:30 – 20:30","星期四: 11:00 – 15:00, 16:30 – 20:30","星期五: 11:00 – 15:00, 16:30 – 20:30",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=16395206101898972005,,
澎派海鮮餐廳,114064台灣台北市內湖區洲子街68號,4.9,514,25.0792022,121.5719535,+886 2 8751 6189,"星期一: 11:30 – 14:00, 17:00 – 22:00","星期二: 11:30 – 14:00, 17:00 – 22:00","星期三: 11:30 – 14:00, 17:00 – 22:00","星期四: 11:30 – 14:00, 17:00 – 22:00","星期五: 11:30 – 14:00, 17:00 – 22:00","星期六: 11:30 – 14:00, 17:00 – 22:00","星期日: 11:30 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=11261587636512212884,,
GUMGUM Not Only Beer & Wings 雞翅啤酒吧-內科店,11492台灣台北市內湖區基湖路3巷68號,4.6,875,25.0806163,121.5668549,+886 2 2659 9478,"星期一: 11:30 – 16:30, 17:30 – 22:30","星期二: 11:30 – 16:30, 17:30 – 22:30","星期三: 11:30 – 16:30, 17:30 – 22:30","星期四: 11:30 – 15:00, 17:30 – 22:30","星期五: 11:30 – 16:30, 17:30 – 22:30","星期六: 11:30 – 16:30, 17:30 – 22:30","星期日: 11:30 – 16:30, 17:30 – 22:30",TRUE,https://maps.google.com/?cid=11314713573537942783,,
巷上食璞川菜客家菜,114台灣台北市內湖區瑞光路513巷22弄15號,4.2,1077,25.0801738,121.5686273,+886 2 8752 5382,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,https://maps.google.com/?cid=2084257861621380680,2,
早餐店,114台灣台北市內湖區內湖路二段76巷11號,3.9,24,25.0787741,121.5811172,+886 2 2657 3298,星期一: 06:00 – 11:30,星期二: 06:00 – 11:30,星期三: 06:00 – 11:30,星期四: 06:00 – 11:30,星期五: 06:00 – 11:30,星期六: 06:00 – 11:30,星期日: 06:00 – 11:30,,https://maps.google.com/?cid=16793240146766444090,,
淬義義大利餐廳,114台灣台北市內湖區瑞光路258巷37號,4.3,1437,25.0750122,121.5749882,+886 2 2657 7398,"星期一: 11:30 – 14:00, 17:30 – 20:30","星期二: 11:30 – 14:00, 17:30 – 20:30","星期三: 11:30 – 14:00, 17:30 – 20:30","星期四: 11:30 – 14:00, 17:30 – 20:30","星期五: 11:30 – 14:00, 17:30 – 20:30","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",TRUE,https://maps.google.com/?cid=5547496913242875953,2,
瑞記海南雞飯 內湖店,114台灣台北市內湖區成功路三段173號,4.3,1924,25.0800489,121.5903701,+886 2 8792 2955,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,https://maps.google.com/?cid=11563550448851018064,2,
小南亭 和風洋食 創意居酒屋 內湖科學園區店,114台灣台北市內湖區江南街69號,4.2,685,25.0771759,121.5775659,+886 908 525 628,"星期一: 11:30 – 14:00, 17:00 – 20:30","星期二: 11:30 – 14:00, 17:00 – 20:30","星期三: 11:30 – 14:00, 17:00 – 20:30","星期四: 11:30 – 14:00, 17:00 – 20:30","星期五: 11:30 – 14:00, 17:00 – 20:30","星期六: 11:30 – 14:00, 17:00 – 20:30","星期日: 11:30 – 14:00, 17:00 – 20:30",TRUE,https://maps.google.com/?cid=18333510651334917804,2,
