,Name,Address,Rating,Rating_str,User Ratings Total,Latitude,Longitude,distance(km),distance_group,Phone,price,rating_trip,type,user_number_trip,users,rating_score,popularity,distance_score
1175,小聚人x涮涮鍋,111台灣台北市士林區文林路527號1樓,4.8,4.8,787,25.097122,121.5239528,13.2766162,4,+886 2 8866 3616,$300-750,0,火鍋,0,787,96,76,60
1176,錢吟涮涮鍋,111台灣台北市士林區中山北路六段289號,3.9,3.9,379,25.1104689,121.5253926,14.59768809,4,+886 2 2833 3725,$300-750,4,火鍋,2,381,78,58,60
1177,火鍋世家 北投石牌尊爵店,112台灣台北市北投區石牌路二段335號,4.4,4.4,612,25.12282,121.5244173,15.92220371,4,+886 2 2872 3088,$300-750,0,火鍋,0,612,88,70,50
1178,珍贊臭臭鍋,111台灣台北市士林區至誠路二段23號,4.2,4.2,174,25.1020241,121.5297477,13.56456375,4,+886 2 2837 6019,$1-300,0,火鍋,0,174,84,38,60
1179,這一小鍋 台北北護店,112台灣台北市北投區明德路365號2樓,4.2,4.2,280,25.118238,121.5181758,15.66690968,4,+886 2 2821 2183,$300-750,0,火鍋,0,280,84,50,50
1180,牛棒碗安GOBO精緻鍋物,111台灣台北市士林區大東路131號,4.8,4.8,1127,25.0917707,121.525398,12.67334846,4,+886 2 2880 1230,$300-750,5,火鍋,8,1135,96,83,60
1181,鹿鼎季呷火鍋,112台灣台北市北投區裕民一路40巷11號,4.8,4.8,279,25.1161702,121.5179168,15.46396181,4,+886 2 8501 5957,,0,火鍋,0,279,96,50,50
1182,豐樂亨鍋-石頭火鍋|涮涮鍋|剝皮辣椒鍋|宵夜推薦||捷運士林站||士林官邸,111台灣台北市士林區美德街58號,4.5,4.5,275,25.095531,121.5253836,13.05705905,4,+886 2 2833 6555,$300-750,0,火鍋,0,275,90,50,60
1183,六媽小火鍋,112台灣台北市北投區明德路128號號,4.1,4.1,175,25.1101167,121.5205049,14.74235531,4,+886 2 2826 3383,$1-300,0,火鍋,0,175,82,38,60
1184,新北斗石頭小火鍋 北投石牌（唭哩岸）石牌火鍋／小火鍋／石頭火鍋 ／美食,112台灣台北市北投區吉利街124號,4.7,4.7,217,25.1185158,121.5069606,16.1524825,4,+886 2 2822 6800,,0,火鍋,0,217,94,43,50
1185,吉品小火鍋/北投美食/北投火鍋/北投小吃/附近美食/北投鍋燒麵/北投小火鍋,112台灣台北市北投區溫泉路7巷7號,4.1,4.1,72,25.1343429,121.5026298,17.93107024,4,+886 2 2893 9671,$1-300,0,火鍋,0,72,82,20,50
1186,羽葉麻辣火鍋 三重都會館,241台灣新北市三重區集賢路157號,4.3,4.3,10768,25.0892629,121.4882862,14.37755099,4,+886 2 8287 2227,$300-750,0,火鍋,0,10768,86,99,60
1187,御石石頭火鍋-內湖石頭火鍋|爆香石頭火鍋|必吃石頭火鍋|石頭火鍋推薦|熱門鍋物|必吃火鍋,114台灣台北市內湖區文德路64號,4.7,4.7,899,25.0783133,121.5811082,10.09457462,3,+886 2 8797 7747,$300-750,0,火鍋,0,899,94,79,70
1188,神來一鍋 精緻鴛鴦火鍋 (內湖店),114台灣台北市內湖區文德路30號,4.6,4.6,2191,25.0782776,121.5799255,10.08583571,3,+886 2 2658 9987,$300-750,5,火鍋,1,2192,92,93,70
1189,22:02火鍋美麗華店,"3F, No. 20號敬業三路中山區台北市台灣 10466",4.3,4.3,1410,25.0833072,121.5571648,10.81617763,3,+886 2 8501 2220,$300-750,4,火鍋,7,1417,85,87,70
1190,21金火鍋台北榮總店,112台灣台北市北投區裕民一路17號,3.9,3.9,973,25.1167745,121.5168262,15.56817879,4,+886 2 2828 9759,$1-300,3,火鍋,1,974,77,80,50
1191,滿漢小火鍋,111台灣台北市士林區福港街125號,3.7,3.7,151,25.0881264,121.5181347,12.62791437,4,+886 2 2883 8880,$1-300,0,火鍋,0,151,74,35,60
1192,珍煲-酸白菜小火鍋,114台灣台北市內湖區港墘路106號1樓,4.4,4.4,255,25.080148,121.577175,10.28814871,3,+886 2 8797 7377,,0,火鍋,0,255,88,48,70
1193,築湘養生麻辣火鍋 慈愛店,241台灣新北市三重區慈愛街102號,4.9,4.9,2020,25.080293,121.4893604,13.53728762,4,+886 2 8982 0011,$300-750,0,火鍋,0,2020,98,92,60
1194,伊鍋一,112台灣台北市北投區中央南路一段147號,4.4,4.4,184,25.129723,121.501131,17.52990292,4,+886 2 2898 1856,,0,火鍋,0,184,88,39,50
1195,天母臭臭鍋(北投店) 小火鍋100元,11249台灣台北市北投區中正街24號,4,4,81,25.132003,121.500909,17.76829589,4,+886 2 2895 0057,$1-300,0,火鍋,0,81,80,22,50
1196,享鍋鍋膳之家,112台灣台北市北投區大興街62號,3.8,3.8,237,25.1304792,121.5006869,17.62505756,4,+886 2 2896 4237,$300-750,3.5,火鍋,2,239,75,46,50
1197,掘臭臭鍋,112台灣台北市北投區溫泉路25號,4.4,4.4,261,25.1338925,121.5033772,17.85433155,4,+886 2 2898 6860,$1-300,0,火鍋,0,261,88,48,50
1198,貳房麻辣鍋物,112台灣台北市北投區中和街32號,4.4,4.4,16,25.1380338,121.5029558,18.29189418,4,+886 2 2897 3949,,0,火鍋,0,16,88,5,40
1199,三媽臭臭鍋（北投店）,112台灣台北市北投區光明路新生巷31號,3.7,3.7,112,25.1328764,121.5023166,17.79607926,4,+886 2 2897 9289,$1-300,0,火鍋,0,112,74,28,50
1200,喜喜鍋HiHiPot北投奇岩店淡水線奇岩美食小火鍋,112台灣台北市北投區崇仁路一段77號,4.3,4.3,447,25.1261996,121.501641,17.1550134,4,+886 2 2895 1268,$1-300,0,火鍋,0,447,86,62,50
1201,祺饗福特調秘湯鍋物/北投火鍋/北投美食/北投推薦餐廳/附近美食/台北美食/台北火鍋,112台灣台北市北投區清江路32號,5,5,9,25.131183,121.5018488,17.64541667,4,+886 903 043 185,,0,火鍋,0,9,100,2,50
1202,極禾鍋物職人-北投中央店,112台灣台北市北投區中央北路二段48號,4.3,4.3,48,25.137111,121.495236,18.52830063,4,+886 2 2891 3086,,0,火鍋,0,48,86,14,40
1203,發記麻辣火鍋（總店）,112台灣台北市北投區中和街500號,4.5,4.5,249,25.1453508,121.4944723,19.38703015,4,+886 908 117 020,$1-300,0,火鍋,0,249,90,47,40
1204,肉多多火鍋-蘆洲集賢店,"B1, No. 401號集賢路蘆洲區新北市台灣 247",4.8,4.8,1271,25.0816703,121.4803634,14.25394598,4,+886 2 2285 8868,$300-750,0,火鍋,0,1271,96,85,60
1205,5味(五味)臭臭鍋.小火鍋-北投公館店,112台灣台北市北投區公舘路423巷12-1號,3.8,3.8,351,25.1201412,121.503585,16.46436916,4,+886 2 2822 6297,$1-300,0,火鍋,0,351,76,56,50
1206,品卉匠心,112台灣台北市北投區尊賢街242巷5號,4.2,4.2,10,25.1169858,121.5076492,15.96912648,4,+886 926 401 649,,0,火鍋,0,10,84,3,50
1207,小川鍋物 淡水店-淡水美食 淡水火鍋 淡水鍋物,251台灣新北市淡水區新市一路三段101巷108號,4.1,4.1,737,25.1853407,121.4456326,25.63271754,4,+886 2 2623 4148,$300-750,0,火鍋,0,737,82,74,20
1208,8鍋小火鍋（淡大店）,251台灣新北市淡水區北新路182巷43號,4.8,4.8,917,25.1772629,121.4481778,24.73195062,4,+886 930 657 813,$1-300,0,火鍋,0,917,96,79,20
1209,火鍋世家,251台灣新北市淡水區大忠街125號,4.7,4.7,1121,25.1769247,121.4475961,24.73060724,4,+886 2 2629 0022,$300-750,0,火鍋,0,1121,94,83,20
1210,小石府石頭小火鍋,251台灣新北市淡水區學府路211-13號號,4.6,4.6,153,25.1761036,121.446687,24.70130269,4,+886 2 2626 7526,$1-300,0,火鍋,0,153,92,35,20
1211,肉多多火鍋-淡水中正店,251台灣新北市淡水區中正路55號,4.2,4.2,852,25.16932,121.4418236,24.33441099,4,+886 2 8631 5055,$300-750,0,火鍋,0,852,84,78,20
1212,好石跡精緻石頭火鍋(蘆洲集賢店),247台灣新北市蘆洲區集賢路222巷9號,4.8,4.8,748,25.0870155,121.4821396,14.57807678,4,+886 2 2288 7576,,0,火鍋,0,748,96,74,60
1213,大呼過癮石牌店,112台灣台北市北投區自強街78號,3.9,3.9,471,25.1104906,121.514434,15.02482129,4,+886 2 2821 8966,$1-300,0,火鍋,0,471,78,64,50
1214,樂釜 極上鍋物(徐匯店),247台灣新北市蘆洲區永安北路二段8巷10號,4.9,4.9,6544,25.0808275,121.4806315,14.16692888,4,+886 2 2285 2020,$300-750,0,火鍋,0,6544,98,99,60
1215,錢都日式涮涮鍋-內湖成功店 CHIEN TU HOT POT,114台灣台北市內湖區成功路四段147號,4.3,4.3,685,25.0830084,121.5938292,10.7486352,3,+886 2 8791 9098,$300-750,0,火鍋,0,685,86,72,70
1216,冬湖火鍋-東湖店,114台灣台北市內湖區康寧路三段174號1樓,4.5,4.5,690,25.0691979,121.6118754,9.745276498,3,+886 2 2630 5135,,0,火鍋,0,690,90,73,70
1217,小石鍋東湖店,114台灣台北市內湖區五分街一號,4.2,4.2,151,25.0677775,121.6120177,9.603787667,3,+886 2 2633 5200,,0,火鍋,0,151,84,35,70
1218,龍府小鍋(螺螄粉火鍋）,114台灣台北市內湖區成功路五段67號,4.3,4.3,865,25.07403,121.60593,10.05461508,3,+886 2 2630 5206,$300-750,3,火鍋,2,867,85,78,70
1219,八神火鍋,114台灣台北市內湖區民權東路六段133-5號,4.5,4.5,174,25.0690846,121.5940319,9.228256607,3,+886 2 8792 9676,$300-750,0,火鍋,0,174,90,38,70
1220,太將鍋,114台灣台北市內湖區江南街65巷16號,3.9,3.9,279,25.0772364,121.5785422,9.966284804,3,+886 2 8752 3359,$300-750,0,火鍋,0,279,77,50,70
1221,老先覺麻辣窯燒鍋 台北內湖店,114台灣台北市內湖區內湖路二段388號,3.7,3.7,1059,25.0827426,121.5913648,10.68185759,3,+886 2 2796 1309,$1-300,0,火鍋,0,1059,74,82,70
1222,火鍋106-粵式豬肚煲鍋內湖店,114台灣台北市內湖區港墘路119號,4.3,4.3,851,25.0783499,121.5764521,10.08798936,3,+886 2 2627 5383,$300-750,0,火鍋,0,851,86,77,70
1223,喫鍋小火鍋,114台灣台北市內湖區康寧路三段16巷103號,3.8,3.8,228,25.0710969,121.6091204,9.846019135,3,+886 2 2630 5779,$1-300,0,火鍋,0,228,76,45,70
1224,神來麻辣鍋專賣店-內湖麻辣鍋推薦|熱門鍋物|麻辣餐廳|必吃火鍋|火鍋推薦|特色火鍋,114台灣台北市內湖區文德路159號1F,4.9,4.9,727,25.0786139,121.5850029,10.15349942,3,+886 2 2798 5389,,0,火鍋,0,727,98,74,70
1225,The SOUP 蔬店。手作鍋物,114台灣台北市內湖區內湖路一段591巷12-3號,4.3,4.3,698,25.0816829,121.5733923,10.46330313,3,+886 2 8797 2336,$300-750,0,火鍋,0,698,86,73,70
1226,四川龍府,114台灣台北市內湖區民權東路六段286號,4.5,4.5,1328,25.0723058,121.6052076,9.84997055,3,+886 2 2630 5282,$300-750,0,火鍋,0,1328,90,86,70
1227,麗媽四季鍋,114台灣台北市内湖区康宁路三段16巷29號正對面,3.7,3.7,313,25.0721469,121.6075293,9.904398106,3,+886 2 2633 0856,$1-300,0,火鍋,0,313,74,53,70
1229,火鍋世家,114台灣台北市內湖區成功路四段30巷40號,3.9,3.9,586,25.0828783,121.5922735,10.7099941,3,+886 2 2792 3128,$300-750,0,火鍋,0,586,78,69,70
1230,一巴掌麻辣小鍋,114台灣台北市內湖區內湖路一段737巷57號,4.4,4.4,123,25.0808133,121.5791785,10.36540442,3,+886 975 782 020,,0,火鍋,0,123,88,30,70
1231,及興臭臭鍋,114台灣台北市內湖區江南街71巷16弄56號,4.9,4.9,194,25.0758471,121.5781634,9.811110954,3,+886 2 2627 8998,$1-300,0,火鍋,0,194,98,41,70
1232,蕃茄小火鍋,114台灣台北市內湖區內湖路二段154號,4.2,4.2,285,25.079779,121.582915,10.2672235,3,+886 2 8751 0252,$1-300,0,火鍋,0,285,84,51,70
1233,大為臭臭鍋,114台灣台北市內湖區江南街65巷41號,3.9,3.9,227,25.0766399,121.5787671,9.900466706,3,+886 2 2656 0878,$1-300,0,火鍋,0,227,78,45,70
1234,大呼過癮 【內湖成功店-精緻臭臭鍋】,114台灣台北市內湖區成功路三段169號,3.6,3.6,733,25.0800345,121.590354,10.36959809,3,+886 2 2790 8555,$1-300,5,火鍋,1,734,72,74,70
1235,石鮮鍋物-石頭火鍋|涮涮鍋｜極品海鮮,114台灣台北市內湖區東湖路7巷3-1號1樓,5,5,416,25.069209,121.6127433,9.778736549,3,+886 2 2631 0098,,0,火鍋,0,416,100,60,70
1236,DE LOIN 德朗火鍋 瑞光店,114台灣台北市內湖區瑞光路210號,3.7,3.7,801,25.0751924,121.5762278,9.736929936,3,+886 2 2799 9111,$300-750,4.5,火鍋,8,809,74,76,70
1237,龟覓の鍋物,114台灣台北市內湖區內湖路一段411巷19弄11號,4.7,4.7,321,25.0824235,121.571655,10.55227368,3,+886 2 2627 2656,,4.5,火鍋,2,323,93,54,70
1238,石研室 爆炒石頭火鍋 - 南港中信店,11568台灣台北市南港區經貿二路186號C棟3樓,4.4,4.4,1995,25.0588492,121.6149328,8.815404614,2,+886 2 2785 0558,$300-750,0,火鍋,0,1995,88,92,80
1239,上官木桶鍋(內湖加盟店),114台灣台北市內湖區內湖路一段324號,4.7,4.7,1877,25.081405,121.5698567,10.44919327,3,+886 2 2797 1981,$750-1350,4,火鍋,8,1885,93,91,70
1240,鍋吉拉精緻火鍋,115台灣台北市南港區興中路38號,4.8,4.8,1894,25.0559273,121.607047,8.194479811,2,+886 2 2785 6511,$300-750,0,火鍋,0,1894,96,91,80
1241,DE LOIN 德朗火鍋 (行善店)-法式頂級鍋物 團體多人餐廳(人氣精緻推薦),114台灣台北市內湖區行善路385號,3.9,3.9,1026,25.0639627,121.585792,8.53961685,2,+886 2 8791 3939,$750-1350,0,火鍋,0,1026,78,81,80
1242,八百八小火鍋,114台灣台北市內湖區東湖路113巷23號,4.3,4.3,585,25.0695869,121.6155383,9.925896796,3,+886 2 2634 0228,$300-750,0,火鍋,0,585,86,69,70
1243,火鍋世家(南港興中店),115台灣台北市南港區興中路12巷25號,4,4,523,25.0549443,121.6063235,8.065847184,2,+886 2 2785 7522,$300-750,0,火鍋,0,523,80,66,80
1244,Hot.one.guo熱一鍋 吃到飽自助火鍋,105台灣台北市松山區民生東路五段205號,4.8,4.8,151,25.0592825,121.56659,8.030180092,2,+886 2 2764 6991,,0,火鍋,0,151,96,35,80
1245,雞湯大叔 內湖店,11493台灣台北市內湖區洲子街85號,4.4,4.4,526,25.0803936,121.5708406,10.33101452,3,+886 2 8751 5596,$300-750,0,火鍋,0,526,88,66,70
1246,祺食堂/炒泡麵/小火鍋,114台灣台北市內湖區內湖路一段591巷10弄2號,4.6,4.6,25,25.0814565,121.5730996,10.43906767,3,+886 925 989 073,,0,火鍋,0,25,92,7,70
1247,頂紅風味小火鍋,115台灣台北市南港區南港路一段185號,4.3,4.3,1277,25.055214,121.612555,8.347144845,2,+886 2 2788 9894,$1-300,4,火鍋,2,1279,85,85,80
1248,莫宰羊-內湖港墘店,114台灣台北市內湖區內湖路一段639號,4.1,4.1,1471,25.08038,121.5748701,10.31504099,3,+886 2 2656 0939,$300-750,4,火鍋,8,1479,81,88,70
1249,錢都日式涮涮鍋,115台灣台北市南港區研究院路二段57號,4.2,4.2,408,25.0444536,121.6161458,7.475477768,2,+886 2 2782 3862,$300-750,0,火鍋,0,408,84,60,80
1250,麗媽四季鍋-南港店,115台灣台北市南港區研究院路一段35號,4.1,4.1,306,25.053644,121.616575,8.377835047,2,+886 2 2651 0076,$1-300,0,火鍋,0,306,82,53,80
1251,22:02火鍋南港店,115台灣台北市南港區忠孝東路七段369號C棟10樓,4.2,4.2,2207,25.0525582,121.604518,7.752180744,2,+886 2 2785 2202,$750-1350,4.5,火鍋,25,2232,84,93,80
1252,這一小鍋 台北南港店(最後收客時間20:30）,115台灣台北市南港區忠孝東路七段369號A棟3樓,4.1,4.1,1015,25.0528573,121.6074762,7.896145815,2,+886 2 2652 9261,$300-750,0,火鍋,0,1015,82,81,80
1253,秋風軒鍋物 南港店,115台灣台北市南港區忠孝東路七段299號C棟7樓,4.4,4.4,509,25.0525131,121.6045747,7.749593678,2,+886 2 2652 9372,,4,火鍋,1,510,87,65,80
1254,涮嘴 昆陽店,115台灣台北市南港區忠孝東路六段380號,4.2,4.2,489,25.049749,121.592017,7.082323144,2,+886 2 2786 5568,$1-300,0,火鍋,0,489,84,65,80
1255,緒食-一鍋小麻辣(南港文青店)Shifood,115台灣台北市南港區南港路一段87號,4.6,4.6,742,25.055122,121.61509,8.452336252,2,+886 2 2653 6338,$300-750,0,火鍋,0,742,92,74,80
1256,3多靚鍋 南港旗艦店,115台灣台北市南港區南港路一段164號1樓,4.3,4.3,891,25.0554114,121.6119787,8.341866974,2,+886 2 2653 0668,$1-300,0,火鍋,0,891,86,79,80
1257,大呼過癮臭臭鍋(昆陽店),115台灣台北市南港區昆陽街91號,3.4,3.4,243,25.0516667,121.5936111,7.326568342,2,+886 2 2785 0130,$1-300,0,火鍋,0,243,68,46,80
1258,8鍋 南港店 CG,115台灣台北市南港區南港路一段229號1樓,4.3,4.3,311,25.0548715,121.6107169,8.233633719,2,+886 2 2782 5598,$1-300,0,火鍋,0,311,86,53,80
1259,三媽臭臭鍋 昆陽店,115台灣台北市南港區忠孝東路六段382號,3.7,3.7,611,25.0497592,121.5920495,7.084152653,2,+886 2 2786 7759,$1-300,0,火鍋,0,611,74,70,80
1260,涮嘴 南港店,11568台灣台北市南港區南港路一段206號,4.2,4.2,390,25.0552031,121.6108791,8.273959303,2,+886 2 2786 6866,$1-300,0,火鍋,0,390,84,59,80
1261,大呼過癮臭臭鍋臭臭鍋(南港店),115台灣台北市南港區南港路二段20巷13號,3.5,3.5,339,25.0543629,121.6053375,7.969138094,2,+886 2 2783 0672,$1-300,0,火鍋,0,339,70,55,80
1262,上品鮮珍藏鍋物（靖火鍋）,115台灣台北市南港區興華路109號1樓,4.7,4.7,355,25.05653,121.6058798,8.213519831,2,+886 2 2783 9753,,0,火鍋,0,355,94,57,80
1263,老先覺功夫窯燒鍋MiNi南港興中店-南港人氣鍋物|熱門鍋物|特色鍋物|平價火鍋|必吃火鍋|外帶鍋物|在地推薦火鍋,115台灣台北市南港區興中路68巷6號,4.7,4.7,350,25.0569045,121.6066821,8.281713267,2,+886 2 2788 8691,$1-300,0,火鍋,0,350,94,56,80
1264,福媽香香鍋 南港店,115台灣台北市南港區南港路一段156號,4.3,4.3,454,25.0554573,121.6121845,8.355379562,2,+886 2 2788 2120,$1-300,0,火鍋,0,454,86,63,80
1265,極鍋 石頭火鍋 麻辣鴛鴦鍋,221台灣新北市汐止區中興路232號,4.5,4.5,403,25.067568,121.6301278,10.40215401,3,+886 2 2695 1819,$300-750,0,火鍋,0,403,90,60,70
1266,竹味亭精緻火鍋,221台灣新北市汐止區福德一路80號,4.7,4.7,1470,25.0687964,121.6381757,10.95767045,3,+886 2 2694 1806,$300-750,0,火鍋,0,1470,94,88,70
1267,驢子餐廳 春大直店,104台灣台北市中山區樂群三路303號3樓,4.4,4.4,2497,25.0827622,121.5603354,10.7033206,3,+886 903 393 098,$750-1350,4.5,牛排,550,3047,88,96,70
1268,上享庭園餐廳,112台灣台北市北投區中央北路一段228巷1弄4號,4.3,4.3,1033,25.1366458,121.4970598,18.40128771,4,+886 2 2894 1808,$300-750,4.5,牛排,11,1044,86,81,40
1269,分享餐廳,110台灣台北市信義區松仁路28號B2,4.2,4.2,231,25.0396219,121.567641,5.850223029,1,+886 2 8729 2700,$300-750,4,牛排,39,270,83,49,90
1270,布娜飛小酒館南港店bravocafe draftdeer,11561台灣台北市南港區忠孝東路七段371號,4.6,4.6,716,25.052669,121.607004,7.858189576,2,+886 2 2789 0019,$300-750,5,牛排,67,783,92,75,80
1271,Cafe49 Restaurant & Bar,10458台灣台北市中山區吉林路49號,4.3,4.3,138,25.0531472,121.530352,8.643273991,2,+886 2 2531 3535,,4,牛排,7,145,85,34,80
1272,Asado阿根廷異國料理,106台灣台北市大安區信義路三段99巷11號,4.4,4.4,215,25.034317,121.5387046,6.439230531,1,+886 2 2707 2525,,5,牛排,2,217,88,43,80
1273,老朋友小酌熱炒,106台灣台北市大安區安和路二段36號1F,4.7,4.7,1909,25.0315441,121.5522477,5.461049277,1,+886 2 2325 2656,$300-750,0,台灣小吃/台菜,0,1909,94,92,90
1274,羊老大餐廳(台式餐廳),231台灣新北市新店區中興路一段57-1號,4.3,4.3,98,24.960537,121.5397617,4.773986426,1,+886 2 8911 2137,$300-750,0,台灣小吃/台菜,0,98,86,26,90
1275,儂來餐廳,10491台灣台北市中山區民生東路二段147巷11弄1號,4.1,4.1,2886,25.0600799,121.5350657,9.074149254,3,+886 2 2505 0891,$300-750,4,台灣小吃/台菜,34,2920,81,96,70
1276,興蓬萊台菜海鮮餐廳,111台灣台北市士林區中山北路七段55號,4.2,4.2,2716,25.1204659,121.5309519,15.46742316,4,+886 2 2877 1169,$300-750,0,台灣小吃/台菜,0,2716,84,95,50
1277,蓬萊台菜餐廳,11252台灣台北市北投區中和街238號1F,4.2,4.2,1215,25.1394509,121.501449,18.4975695,4,+886 2 2891 2778,,0,台灣小吃/台菜,0,1215,84,84,40
1278,餃子樂 信義店,110台灣台北市信義區忠孝東路五段59號,4,4,779,25.041389,121.566686,6.059453483,1,+886 2 2765 7721,$300-750,4.5,台灣小吃/台菜,11,790,80,76,80
1279,港都熱炒 中和總店,235台灣新北市中和區大勇街12號10號,4.3,4.3,1575,24.9926285,121.517261,5.996812183,1,+886 2 2940 6751,$300-750,5,台灣小吃/台菜,2,1577,86,89,90
1280,竹園台菜餐廳,251台灣新北市淡水區淡金路一段399號之6號,4.2,4.2,268,25.1763059,121.456176,24.22855529,4,+886 2 2626 4066,$300-750,0,台灣小吃/台菜,0,268,84,49,20
1281,苗栗客家菜館,112台灣台北市北投區中和街457之8號,4.5,4.5,1363,25.144794,121.496234,19.25587185,4,+886 2 2894 4082,$300-750,0,台灣小吃/台菜,0,1363,90,86,40
1282,阿貴平價海鮮熱炒,112台灣台北市北投區中和街457之6號,4.1,4.1,594,25.1447257,121.4963179,19.24543235,4,+886 2 2894 8315,$300-750,0,台灣小吃/台菜,0,594,82,69,40
1283,馬場台菜熱炒,112台灣台北市北投區北投路一段75號,4.1,4.1,891,25.128283,121.500121,17.43040638,4,+886 2 2893 7585,$300-750,0,台灣小吃/台菜,0,891,82,79,50
1284,記憶的溫度,112台灣台北市北投區珠海路38號,4.3,4.3,1043,25.138014,121.5024641,18.30999819,4,+886 2 2898 6211,$300-750,4.5,台灣小吃/台菜,3,1046,86,81,40
1286,阿權熱炒,231台灣新北市新店區安康路二段400-1號,4.3,4.3,118,24.9554694,121.4969196,8.783092357,2,+886 928 899 341,,0,台灣小吃/台菜,0,118,86,29,80
1287,湖田橋,112台灣台北市北投區竹子湖路29-1號,4.3,4.3,190,25.1704236,121.5387398,20.6789166,4,+886 2 2861 2445,,3,台灣小吃/台菜,3,193,85,41,40
