,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
337,1919甘貝燉雞火鍋(每週六日開放內用，週一至五歡迎來電預定真空包裝及宅配，週五提供淡水區免運費外送）,25172台灣新北市淡水區新市一路三段101巷46號1樓,4.6,170,25.1848805,121.4458262,+886 2 8631 1519,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 休息,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,https://maps.google.com/?cid=2743810118067549588,,,,,,,0,,0
338,小滿意早餐店,251台灣新北市淡水區水源街二段70號,4.5,105,25.1740512,121.4511261,+886 2 2621 4081,星期一: 06:30 – 12:30,星期二: 06:30 – 12:30,星期三: 06:30 – 12:30,星期四: 06:30 – 12:30,星期五: 06:30 – 12:30,星期六: 06:30 – 11:30,星期日: 休息,,https://maps.google.com/?cid=11064201062681342505,1,,,,,,0,,0
339,檸檬樹早餐店,251台灣新北市淡水區學府路136巷19號,4.8,19,25.1729441,121.4513688,+886 2 2626 2428,星期一: 05:50 – 14:00,星期二: 05:50 – 14:00,星期三: 05:50 – 14:00,星期四: 05:50 – 14:00,星期五: 05:50 – 14:00,星期六: 05:50 – 14:00,星期日: 05:50 – 14:10,,https://maps.google.com/?cid=10217164272728043960,,,,,,,0,,0
340,Kooks 異嗑堂 (K1 Danshui 淡水廚房),251002台灣新北市淡水區仁愛街18巷12號,4.3,1171,25.1702966,121.4469981,+886 2 2625 6161,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,https://maps.google.com/?cid=12518205408239296322,2,,,,,,0,,0
341,元氣早餐店,251台灣新北市淡水區北新路184巷142弄2號,4.3,59,25.1774708,121.4510839,+886 975 200 630,星期一: 07:00 – 14:00,星期二: 07:00 – 14:00,星期三: 07:00 – 14:00,星期四: 07:00 – 14:00,星期五: 07:00 – 14:00,星期六: 07:00 – 14:00,星期日: 休息,,https://maps.google.com/?cid=8517470478829673314,1,,,,,,0,,0
342,黑 客 茶舖 hacker's casa de cha,251台灣新北市淡水區北新路117 之二號一樓,4.6,12,25.1786269,121.4487736,+886 2 2621 1208,星期一: 12:30 – 21:00,星期二: 12:30 – 21:00,星期三: 12:30 – 21:00,星期四: 12:30 – 21:00,星期五: 12:30 – 21:00,星期六: 12:30 – 21:00,星期日: 12:30 – 21:00,TRUE,https://maps.google.com/?cid=6251608991946007282,,,,,,,0,,0
343,王家鋼管雞,251台灣新北市淡水區埤島6鄰37號,4.4,345,25.1976432,121.450695,+886 912 317 667,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 休息,星期六: 11:30 – 17:30,星期日: 11:30 – 17:30,,https://maps.google.com/?cid=6389830772632097328,2,,,,,,0,,0
344,淡水福來餐廳,251台灣新北市淡水區中正路212號,3.9,714,25.1703621,121.4395539,+886 2 2621 2562,星期一: 10:30 – 21:00,星期二: 10:30 – 21:00,星期三: 10:30 – 21:00,星期四: 10:30 – 21:00,星期五: 10:30 – 21:00,星期六: 10:30 – 21:00,星期日: 10:30 – 21:00,,https://maps.google.com/?cid=14231784575054759516,2,,,,,,0,,0
345,TommyHamburger湯米漢堡,251台灣新北市淡水區北新路184巷266號,5,1,25.1765533,121.4515363,+886 988 552 712,"星期一: 12:00 – 14:00, 16:30 – 19:30","星期二: 12:00 – 14:00, 16:30 – 19:30","星期三: 12:00 – 14:00, 16:30 – 19:30","星期四: 12:00 – 14:00, 16:30 – 19:30","星期五: 12:00 – 14:00, 16:30 – 19:30",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=11648173278257036845,,,,,,,0,,0
346,淡水紅樓咖啡館,251台灣新北市淡水区三民街2巷6號3樓,4.3,761,25.1712396,121.4394089,+886 2 2625 0888,星期一: 12:00 – 21:00,星期二: 12:00 – 21:00,星期三: 14:00 – 21:00,星期四: 12:00 – 21:00,星期五: 12:00 – 21:00,星期六: 12:00 – 21:00,星期日: 12:00 – 21:00,TRUE,https://maps.google.com/?cid=7307029655656143610,2,,,,,,0,,0
347,興隆海產餐廳,252台灣新北市三芝區162號,4.3,1413,25.2475894,121.5084417,+886 2 2636 1340,"星期一: 11:00 – 14:00, 16:30 – 19:00","星期二: 11:00 – 14:00, 16:30 – 19:00","星期三: 11:00 – 14:00, 16:30 – 19:00","星期四: 11:00 – 14:00, 16:30 – 19:00","星期五: 11:00 – 14:00, 16:30 – 19:00","星期六: 11:00 – 14:00, 16:30 – 19:00","星期日: 11:00 – 14:00, 16:30 – 19:00",TRUE,https://maps.google.com/?cid=13363952054810905100,2,,,,,,0,,0
348,姐夫牛肉麵,251台灣新北市淡水區新民街174號,4.7,302,25.1787244,121.4369837,+886 2 2625 8181,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 19:00,星期日: 11:00 – 19:00,,https://maps.google.com/?cid=3654812501913417584,,,,,,,0,,0
349,美佳美早餐店,251台灣新北市淡水區學府路136巷15號,4.4,40,25.1729622,121.4511774,+886 2 2625 5197,星期一: 06:00 – 15:00,星期二: 06:00 – 15:00,星期三: 06:00 – 15:00,星期四: 06:00 – 15:00,星期五: 06:00 – 15:00,星期六: 06:00 – 15:00,星期日: 06:00 – 15:00,,https://maps.google.com/?cid=13437386213351870835,,,,,,,0,,0
350,金太陽餐廳,251台灣新北市淡水區中正路57號,3.8,236,25.1693247,121.4417678,+886 2 2622 2057,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,TRUE,https://maps.google.com/?cid=423667663306746778,2,,,,,,0,,0
351,Come See Pizza,251台灣新北市淡水區水源街二段92巷8號,4.8,157,25.174009,121.4519869,+886 2 2628 6882,"星期一: 11:30 – 14:00, 17:00 – 21:30","星期二: 11:30 – 14:00, 17:00 – 21:30","星期三: 11:30 – 14:00, 17:00 – 21:30","星期四: 11:30 – 14:00, 17:00 – 21:30","星期五: 11:30 – 14:00, 17:00 – 21:30",星期六: 17:00 – 21:30,星期日: 17:00 – 21:30,,https://maps.google.com/?cid=18027683429227335847,,,,,,,0,,0
352,沐心蔬食,251台灣新北市淡水區學府路51巷2弄15號,4.7,196,25.1700238,121.4478221,+886 2 2622 5311,"星期一: 11:30 – 14:30, 17:30 – 20:30",星期二: 17:30 – 20:30,星期三: 休息,星期四: 休息,星期五: 17:30 – 20:30,"星期六: 11:30 – 14:30, 17:30 – 20:30","星期日: 11:30 – 14:30, 17:30 – 20:30",TRUE,https://maps.google.com/?cid=15991456964205021671,2,,,,,,0,,0
353,四葉關東煮週日公休4/17.22也休,251台灣新北市淡水區淡金路一段8號,4.5,644,25.1696737,121.4610654,+886 2 2629 6013,星期一: 18:00 – 22:00,星期二: 18:00 – 22:00,星期三: 18:00 – 22:00,星期四: 18:00 – 22:00,星期五: 18:00 – 22:00,星期六: 18:00 – 22:00,星期日: 休息,,https://maps.google.com/?cid=14764707536988271900,2,,,,,,0,,0
354,漢堡大師 淡江店,251台灣新北市淡水區水源街二段60號,3.8,102,25.173963,121.4510443,+886 2 2622 6288,星期一: 07:00 – 14:00,星期二: 07:00 – 14:00,星期三: 07:00 – 14:00,星期四: 07:00 – 14:00,星期五: 07:00 – 14:00,星期六: 07:00 – 14:00,星期日: 休息,,https://maps.google.com/?cid=2660654059382081148,1,,,,,,0,,0
355,雞加酒（淡水店）,251台灣新北市淡水區水源街二段98號,4.1,123,25.1744584,121.4521683,+886 2 2626 1212,"星期一: 11:00 – 14:00, 17:00 – 23:00","星期二: 11:00 – 14:00, 17:00 – 23:00","星期三: 11:00 – 14:00, 17:00 – 23:00","星期四: 11:00 – 14:00, 17:00 – 23:00","星期五: 11:00 – 14:00, 17:00 – 23:00",星期六: 17:00 – 23:00,星期日: 17:00 – 23:00,,https://maps.google.com/?cid=199329072670949984,,,,,,,0,,0
356,窯窯拉麵店,251台灣新北市淡水區北新路182巷5弄42號,3.7,252,25.1773121,121.449243,+886 2 2626 4759,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 休息,,https://maps.google.com/?cid=14759216104335040694,1,,,,,,0,,0
357,尚島早餐店,251台灣新北市淡水區仁愛街20巷,4.1,20,25.1705799,121.4471653,+886 2 2629 4019,星期一: 06:00 – 11:59,星期二: 06:00 – 11:59,星期三: 06:00 – 11:59,星期四: 06:00 – 11:59,星期五: 06:00 – 11:59,星期六: 06:00 – 11:59,星期日: 06:00 – 11:59,,https://maps.google.com/?cid=18149929778350687551,,,,,,,0,,0
358,霸味薑母鴨-淡水店（放暑假中）,251台灣新北市淡水區中正東路一段25號1樓,4.2,384,25.1635636,121.4519287,+886 2 2625 7265,星期一: 16:30 – 01:00,星期二: 16:30 – 01:00,星期三: 16:30 – 01:00,星期四: 16:30 – 01:00,星期五: 16:30 – 01:00,星期六: 16:30 – 01:00,星期日: 16:30 – 01:00,,https://maps.google.com/?cid=8380328997511841780,2,,,,,,0,,0
359,碧湖園,251台灣新北市淡水區20號,4.6,98,25.1709156,121.4859087,+886 987 195 359,星期一: 休息,星期二: 11:00 – 19:30,星期三: 11:00 – 19:30,星期四: 11:00 – 19:30,星期五: 11:00 – 19:30,星期六: 11:00 – 19:30,星期日: 11:00 – 19:30,,https://maps.google.com/?cid=2355775293394291617,,,,,,,0,,0
360,家鄉園,251台灣新北市淡水區三空泉17-5號,4.6,117,25.1654361,121.4733291,+886 2 8626 0221,"星期一: 10:00 – 14:00, 17:00 – 22:00",星期二: 休息,"星期三: 10:00 – 14:00, 17:00 – 22:00","星期四: 10:00 – 14:00, 17:00 – 22:00","星期五: 10:00 – 14:00, 17:00 – 22:00","星期六: 10:00 – 14:00, 17:00 – 22:00","星期日: 10:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=9631371173419874529,2,,,,,,0,,0
361,興福小吃,251台灣新北市淡水區31號（對面,4.3,15,25.162767,121.4902956,+886 2 8626 0189,星期一: 10:00 – 19:00,星期二: 10:00 – 19:00,星期三: 10:00 – 19:00,星期四: 10:00 – 19:00,星期五: 10:00 – 19:00,星期六: 10:00 – 19:00,星期日: 10:00 – 19:00,,https://maps.google.com/?cid=16340550847965488195,,,,,,,0,,0
362,Best Pizza,251台灣新北市淡水區坪頂路42號,4.5,150,25.1622874,121.4576499,+886 2 8626 9885,星期一: 16:00 – 21:00,星期二: 16:00 – 21:00,星期三: 休息,星期四: 16:00 – 21:00,星期五: 16:00 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,https://maps.google.com/?cid=10293487675864845537,,,,,,,0,,0
363,秘丼 • 生魚片 | 丼飯 | 握壽司 | 烤物,251台灣新北市淡水區淡金路一段八號,4.8,44,25.1696168,121.4613943,+886 981 213 830,星期一: 休息,星期二: 15:00 – 23:00,星期三: 15:00 – 23:00,星期四: 15:00 – 23:00,星期五: 15:00 – 23:00,星期六: 15:00 – 23:00,星期日: 休息,,https://maps.google.com/?cid=2214393195919435341,,,,,,,0,,0
364,芎經園咖啡店複合式餐廳,251台灣新北市淡水區中正東路二段5巷25號,4.2,279,25.1585947,121.4598718,+886 2 2808 6921,"星期一: 11:00 – 14:00, 17:00 – 22:00","星期二: 11:00 – 14:00, 17:00 – 22:00","星期三: 11:00 – 14:00, 17:00 – 22:00",星期四: 休息,"星期五: 11:00 – 14:00, 17:00 – 22:00","星期六: 11:00 – 14:00, 17:00 – 22:00","星期日: 11:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=6974421038536453726,2,,,,,,0,,0
365,小坪頂土雞農家菜,251台灣新北市淡水區22-2號,4.3,462,25.1573269,121.484686,+886 2 8626 3098,"星期一: 11:00 – 14:00, 17:00 – 20:00","星期二: 11:00 – 14:00, 17:00 – 20:00","星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 15:00, 16:30 – 20:00","星期日: 11:00 – 15:00, 16:30 – 20:00",,https://maps.google.com/?cid=16144082239786675655,1,,,,,,0,,0
366,叛逆北方,251台灣新北市淡水區淡金路38巷43號,4.5,120,25.16156,121.4580536,+886 2 8626 2985,星期一: 17:00 – 23:00,星期二: 17:00 – 23:00,星期三: 17:00 – 23:00,星期四: 17:00 – 23:00,星期五: 休息,星期六: 17:00 – 23:00,星期日: 17:00 – 23:00,,https://maps.google.com/?cid=5320044581039716368,,,,,,,0,,0
367,啃吐司·早午餐,251台灣新北市淡水區淡金路38巷35弄5號西恩那B棟1樓,3.9,287,25.162027,121.4579577,+886 2 2858 8560,星期一: 06:00 – 14:00,星期二: 06:00 – 14:00,星期三: 06:00 – 14:00,星期四: 06:00 – 14:00,星期五: 06:00 – 14:00,星期六: 06:00 – 14:00,星期日: 06:00 – 14:00,,https://maps.google.com/?cid=4199809362178550867,1,,,,,,0,,0
368,穗波和食（周二固定店休，額外店休請看最新動態）,25163台灣新北市淡水區坪頂路38號巷3號,4.8,152,25.1619068,121.4576559,+886 986 660 795,"星期一: 11:00 – 13:30, 17:30 – 19:30",星期二: 休息,"星期三: 11:00 – 13:30, 17:30 – 19:30","星期四: 11:00 – 13:30, 17:30 – 19:30","星期五: 11:00 – 13:30, 17:30 – 19:30","星期六: 11:00 – 13:30, 17:30 – 19:30","星期日: 11:00 – 13:30, 17:30 – 19:30",,https://maps.google.com/?cid=4578277251543852724,,,,,,,0,,0
369,伍壹朝食,251台灣新北市淡水區中正東路一段51號,4.2,60,25.162737,121.4525639,+886 2 2626 3095,星期一: 05:30 – 11:30,星期二: 05:30 – 11:30,星期三: 05:30 – 11:30,星期四: 05:30 – 11:30,星期五: 05:30 – 11:30,星期六: 05:30 – 11:30,星期日: 05:30 – 11:30,,https://maps.google.com/?cid=5281036545932123514,1,,,,,,0,,0
370,阿菊飯糰,251台灣新北市淡水區中正東路二段35號,,,25.1563676,121.4594018,+886 933 869 148,星期一: 05:30 – 14:30,星期二: 05:30 – 14:30,星期三: 05:30 – 14:30,星期四: 05:30 – 14:30,星期五: 05:30 – 14:30,星期六: 05:30 – 14:30,星期日: 休息,,https://maps.google.com/?cid=5242312964951285316,,,,,,,0,,0
371,Emily早餐店,251台灣新北市淡水區淡金路38巷41號,2.5,35,25.1615605,121.4580534,+886 2 8626 9109,星期一: 05:30 – 14:00,星期二: 05:30 – 14:00,星期三: 05:30 – 14:00,星期四: 休息,星期五: 05:30 – 14:00,星期六: 05:30 – 14:00,星期日: 05:30 – 14:00,,https://maps.google.com/?cid=8513247966255010516,,,,,,,0,,0
372,八方雲集 紅樹林店,251台灣新北市淡水區中正東路二段43號,3.4,543,25.156215,121.4595169,+886 2 8809 3855,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=7536395839900820033,1,,,,,,0,,0
373,佛光山安國寺滴水書坊,112台灣台北市北投區復興三路101巷10號,4.4,344,25.1471104,121.5035211,+886 2 2896 4558#228,星期一: 休息,星期二: 休息,星期三: 11:00 – 18:00,星期四: 11:00 – 18:00,星期五: 11:00 – 18:00,星期六: 11:00 – 18:00,星期日: 11:00 – 18:00,TRUE,https://maps.google.com/?cid=4160381942265222504,1,,,,,,0,,0
374,來亭早餐店,112台灣台北市北投區中和街492號,4.5,86,25.1452751,121.494873,+886 2 2897 7759,星期一: 休息,星期二: 06:00 – 13:00,星期三: 06:00 – 13:00,星期四: 06:00 – 13:00,星期五: 06:00 – 13:00,星期六: 06:00 – 13:00,星期日: 06:00 – 13:00,,https://maps.google.com/?cid=9191210372675058961,1,,,,,,0,,0
375,苗栗客家菜館,112台灣台北市北投區中和街457之8號,4.5,1363,25.144794,121.496234,+886 2 2894 4082,"星期一: 10:00 – 14:00, 17:00 – 21:30","星期二: 10:00 – 14:00, 17:00 – 21:30",星期三: 休息,"星期四: 10:00 – 14:00, 17:00 – 21:30","星期五: 10:00 – 14:00, 17:00 – 21:30","星期六: 10:00 – 14:00, 17:00 – 21:30","星期日: 10:00 – 14:00, 17:00 – 21:30",TRUE,https://maps.google.com/?cid=431664201794271156,2,, 苗栗客家菜,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6146832-Reviews-Miao_Li_Hakka_Cuisine-Beitou_Taipei.html,"台灣 北投台北 No. 457, Zhonghe St., Beitou Dist",+886 2 2894 4082,0,"亞洲料理, 台灣小吃/台菜",0
376,羅媽媽有機農場,251台灣新北市淡水區8-1,4.7,21,25.188819,121.485338,+886 2 2621 9766,星期一: 12:00 – 18:00,星期二: 12:00 – 18:00,星期三: 12:00 – 18:00,星期四: 12:00 – 18:00,星期五: 12:00 – 18:00,星期六: 12:00 – 18:00,星期日: 12:00 – 18:00,,https://maps.google.com/?cid=1319598935895028426,,,,,,,0,,0
377,阿三哥農莊,251台灣新北市淡水区九鄰,4.4,184,25.1654558,121.481128,+886 987 079 333,星期一: 10:00 – 18:00,星期二: 休息,星期三: 10:00 – 18:00,星期四: 10:00 – 18:00,星期五: 10:00 – 18:00,星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,,https://maps.google.com/?cid=10738522633789945558,2,,,,,,0,,0
378,巷口牛肉麵,251台灣新北市淡水區民權路85號,4,175,25.1385047,121.4599661,+886 2 2809 0598,星期一: 休息,星期二: 10:30 – 14:30,星期三: 10:30 – 14:30,星期四: 10:30 – 14:30,星期五: 10:30 – 14:30,星期六: 10:30 – 14:30,星期日: 休息,,https://maps.google.com/?cid=9525251650557592099,,,,,,,0,,0
379,美吉早餐店,112台灣台北市北投區復興四路16號,4.6,67,25.141818,121.4999405,+886 2 2892 5041,星期一: 05:00 – 12:00,星期二: 05:00 – 12:00,星期三: 05:00 – 12:00,星期四: 05:00 – 12:00,星期五: 05:00 – 12:00,星期六: 05:00 – 12:00,星期日: 05:00 – 12:00,,https://maps.google.com/?cid=12464863947424130896,1,,,,,,0,,0
380,稻香坊早餐店,112台灣台北市北投區中央北路二段313號ㄧ樓,3.9,61,25.1383491,121.4895646,+886 2 2891 2511,星期一: 05:30 – 11:00,星期二: 05:30 – 11:00,星期三: 05:30 – 11:00,星期四: 05:30 – 11:00,星期五: 05:30 – 11:00,星期六: 05:30 – 11:00,星期日: 休息,,https://maps.google.com/?cid=17479564003466580536,1,,,,,,0,,0
381,晨堡早餐店,251台灣新北市淡水區民生路110號,4.2,62,25.1382345,121.4635752,+886 2 2808 6193,星期一: 05:30 – 10:30,星期二: 05:30 – 10:30,星期三: 05:30 – 10:30,星期四: 05:30 – 10:30,星期五: 05:30 – 10:30,星期六: 05:30 – 10:30,星期日: 05:30 – 10:30,,https://maps.google.com/?cid=986787819756073252,1,,,,,,0,,0
382,香桂阿嬤牌草仔粿-淡水美食,251台灣新北市淡水區北新路三段10之1號,4.3,203,25.1853531,121.4828108,+886 2 2629 2631,星期一: 07:00 – 18:00,星期二: 07:00 – 18:00,星期三: 07:00 – 18:00,星期四: 07:00 – 18:00,星期五: 07:00 – 18:00,星期六: 07:00 – 18:00,星期日: 07:00 – 18:00,,https://maps.google.com/?cid=2071601739305628238,1,,,,,,0,,0
383,阿貴平價海鮮熱炒,112台灣台北市北投區中和街457之6號,4.1,594,25.1447257,121.4963179,+886 2 2894 8315,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 休息,星期四: 休息,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=15973836908304168796,2,,,,,,0,,0
384,七褔牛肉麵水餃店,112台灣台北市北投區中和街509號,4,234,25.1451969,121.4942474,+886 2 2895 4537,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=7289143492588564226,1,, 七福牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6140750-Reviews-Qi_Fu_Noodles-Beitou_Taipei.html,"台灣 北投台北 No. 509, Zhonghe St., Beitou Dist",+886 2 2895 4537,0,"快餐, 亞洲料理",0
385,明亮食堂,112台灣台北市北投區中和街511號之一,4.1,157,25.145222,121.494116,+886 2 2895 5380,星期一: 16:30 – 20:30,星期二: 16:30 – 20:30,星期三: 16:30 – 20:30,星期四: 16:30 – 20:30,星期五: 16:30 – 20:30,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=6996498385652138385,1,,,,,,0,,0
