,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
165,bar & restaurant a³ 新義式餐廳,110台灣台北市信義區松仁路28號1F,3.9,290,25.0396219,121.567641,+886 2 8729 2866,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=13290057269971827212,, bar & restaurant a³ 新義式餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6940409-Reviews-Bar_Restaurant_A3-Xinyi_District_Taipei.html,110 台灣 信義區台北 台北市信义区松仁路28号1&2F,+886 2 8729 2866,4,酒吧多國料理晚餐,25
166,吳留手串燒居酒屋-本店,10491台灣台北市中山區八德路二段312巷13號,4.3,948,25.0467615,121.5429926,+886 2 2776 1008,星期一: 18:00 – 01:00,星期二: 18:00 – 01:00,星期三: 18:00 – 01:00,星期四: 18:00 – 01:00,星期五: 18:00 – 23:30,星期六: 18:00 – 01:00,星期日: 18:00 – 01:00,,https://maps.google.com/?cid=12768359992732942867,3, 吳留手串燒本店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d7731971-Reviews-Wu_Liu_Shou_Yakitori_Main_Store-Zhongshan_District_Taipei.html,"台灣 中山區台北 No. 13, Ln. 312, Sec. 2, Bade Rd., Zhongshan Dist",+886 2 2776 1008,4.5,泰式料理,54
167,涓邸居酒屋,115台灣台北市南港區三重路32巷8號,4.2,382,25.0560555,121.6144222,+886 2 2783 2022,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30",星期六: 17:30 – 21:30,星期日: 17:30 – 21:30,,https://maps.google.com/?cid=7237427141031535832,2, 涓邸居酒屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d13170254-Reviews-Juandi_Izakaya-Nangang_Taipei.html,115 台灣 南港台北 南港区三重路32巷八号,+886 2 2783 2022,,泰式料理,0
168,饗食天堂 台北信義店,110台灣台北市信義區松壽路12號ATT 4 FUN百貨6樓,4.2,4695,25.03531,121.5660665,+886 2 7737 5889,"星期一: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期二: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期三: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期四: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期五: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期六: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期日: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30",TRUE,https://maps.google.com/?cid=1143981965851870293,2, 饗食天堂信義店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6137877-Reviews-Eatogether_Xinyi-Xinyi_District_Taipei.html,"110 台灣 信義區台北 No. 12, Songshou Rd.",+886 2 7737 5889,4,中式料理亞洲料理提供素食選擇,91
170,永心鳳茶 微風信義店,"3樓, No. 68號忠孝東路五段信義區台北市台灣 110",4,2252,25.040505,121.5669081,+886 2 2723 3028,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,FALSE,https://maps.google.com/?cid=7655000046287075253,2, 永心鳳茶,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d16646256-Reviews-Yonshin_Tea_And_Cake_Selection_Bar_Breeze-Xinyi_District_Taipei.html,110 台灣 信義區台北 忠孝东路五段68号3楼,+886 2 2723 3028,4,非洲料理摩洛哥料理地中海料理,21
171,Salt and Stone,110台灣台北市信義區市府路45號4樓,4.3,2036,25.0335001,121.5641804,+886 2 8101 8177,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30","星期日: 11:30 – 14:00, 17:30 – 21:30",,https://maps.google.com/?cid=6540587389450439197,, TABLE by Yoji Tokuyoshi,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d13076468-Reviews-TABLE_by_Yoji_Tokuyoshi-Xinyi_District_Taipei.html,110 台灣 信義區台北 信义区市府路45号4楼,+886 2 8101 8177,4.5,,40
172,太陽蕃茄拉麵 誠品信義店,110台灣台北市信義區松高路11號B2,4.1,821,25.0397197,121.5658739,+886 2 8780 6882,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:30,星期六: 11:00 – 22:30,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=12193528005752095356,2, 太陽蕃茄拉麵-誠品信義店,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d10635556-Reviews-Taiyo_Tomato_Eslite_Xinyi-Taipei.html,110 台灣 台北 松高路11号 诚品信义B2楼,+886 2 8780 6882,4.5,"日式料理, 日式創意料理",5
173,爭鮮迴轉壽司 松山店,110台灣台北市信義區松山路11號,3.7,925,25.0493066,121.5791866,+886 2 2748 1998,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=4336975730015613176,2, 爭鮮 松山路店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d10223171-Reviews-Sushi_Express-Songshan_Taipei.html,"105 台灣 松山台北 松山区松山路11号 1F, CitylinkSongshan",+886 2 2748 1998,3.5,日式料理,21
174,洋城義大利餐廳-內湖家樂福店,114台灣台北市內湖區民善街88號,4.3,742,25.0602505,121.5746303,+886 2 2790 3908,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=10692013774683389344,2, 洋城義大利餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d19255244-Reviews-Yunchen_Italian_Restaurant-Neihu_Taipei.html,114 台灣 內湖台北 民善街88号 1楼,+886 2 2790 3908,,義式料理,0
175,捌伍添第 85TD Chinese Restaurant,110台灣台北市信義區信義路五段7號85 樓,4.4,559,25.0338619,121.5644734,+886 2 8101 0085,"星期一: 12:00 – 14:30, 18:00 – 22:00","星期二: 12:00 – 14:30, 18:00 – 22:00","星期三: 12:00 – 14:30, 18:00 – 22:00","星期四: 12:00 – 14:30, 18:00 – 22:00","星期五: 12:00 – 14:30, 18:00 – 22:00","星期六: 12:00 – 14:30, 18:00 – 22:00","星期日: 12:00 – 14:30, 18:00 – 22:00",,https://maps.google.com/?cid=15147764917225651211,, 捌伍添第,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d25337798-Reviews-85TD_Chinese_Restaurant-Xinyi_District_Taipei.html,110 台灣 信義區台北 信义路 五段7号85 楼,+886 2 8101 0085,5,中式料理,8
176,老司機居酒屋,115台灣台北市南港區南港路一段257號,4.1,293,25.0547386,121.6100746,+886 2 2651 1026,星期一: 18:00 – 00:00,星期二: 18:00 – 00:00,星期三: 18:00 – 00:00,星期四: 18:00 – 00:00,星期五: 18:00 – 00:00,星期六: 18:00 – 00:00,星期日: 休息,,https://maps.google.com/?cid=14506698047786235553,, 老司機居酒屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d19552667-Reviews-Lao_Siji_Izakaya_Restaurant-Nangang_Taipei.html,"115 台灣 南港台北 No. 257, Section 1, Nangang Road",+886 2 2651 1026,4.5,,3
177,竹村居酒屋,115台灣台北市南港區中坡北路76巷2號,4,319,25.047343,121.5809089,+886 2 2782 1971,星期一: 17:00 – 00:00,星期二: 17:00 – 00:00,星期三: 17:00 – 00:00,星期四: 17:00 – 00:00,星期五: 17:00 – 00:00,星期六: 17:00 – 00:00,星期日: 17:00 – 00:00,,https://maps.google.com/?cid=13249508693306463292,2, 竹村居酒屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6144608-Reviews-Zhu_Cun_Japanese_Casual_Restaurant-Nangang_Taipei.html,"台灣 南港台北 No. 2, Ln. 76, Zhongpo N. Rd., Nangang Dist",+886 2 2782 1971,4.5,日式料理,4
178,the Diner 樂子信義旗艦店,110台灣台北市信義區松壽路12號,4,3227,25.035347,121.5660706,+886 2 7737 5055,星期一: 10:00 – 20:30,星期二: 10:00 – 20:30,星期三: 10:00 – 20:30,星期四: 10:00 – 20:30,星期五: 10:00 – 20:30,星期六: 09:00 – 20:30,星期日: 09:00 – 20:30,,https://maps.google.com/?cid=11761449697884804652,2, The Diner 樂子信義旗艦店 ATT 4FUN,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6134079-Reviews-The_Diner_at_Att_4_Fun-Xinyi_District_Taipei.html,"110 台灣 信義區台北 No. 12, Songshou Rd., Xinyi Dist ATT4Fun",+886 2 7737 5055,4,"美式料理, 咖啡廳",287
179,松果院子 Restaurant Pinecone,105台灣台北市松山區富錦街449號,4.2,1789,25.0609466,121.5615693,+886 2 2765 0386,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,TRUE,https://maps.google.com/?cid=4384635665620557196,2, 松果院子,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d11443804-Reviews-Restaurant_Pinecone-Songshan_Taipei.html,105 台灣 松山台北 富锦街449号,+886 2 2765 0386,4.5,"中式料理, 海鮮, 現代創意料理, 晚餐, 健康料理",18
180,台北君悅酒店 雲錦中餐廳(單點烤鴨暫無供應) Yun Jin Chinese Restaurant,110台灣台北市信義區松壽路2號2樓,4.2,399,25.0351749,121.5622935,+886 2 2720 1230,"星期一: 11:30 – 14:00, 18:00 – 21:00","星期二: 11:30 – 14:00, 18:00 – 21:00","星期三: 11:30 – 14:00, 18:00 – 21:00","星期四: 11:30 – 14:00, 18:00 – 21:00","星期五: 11:30 – 14:00, 18:00 – 21:30","星期六: 11:30 – 14:00, 18:00 – 21:30","星期日: 11:30 – 14:00, 18:00 – 21:00",TRUE,https://maps.google.com/?cid=18041038500229980517,3, 彩日本料理,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6228750-Reviews-Irodori_Grand_Hyatt_Taipei-Xinyi_District_Taipei.html,"110 台灣 信義區台北 3F, No. 2, Songshou Rd., Xinyi Dist",+886 2 2720 1230,4,"日式料理, 壽司, 亞洲料理, 湯品",580
188,台北君悅酒店 漂亮廣式海鮮餐廳 Pearl Liang Cantonese Restaurant,110台灣台北市信義區松壽路2號2樓,4.3,805,25.0354024,121.5624912,+886 2 2720 1230,"星期一: 11:30 – 14:00, 18:00 – 21:00","星期二: 11:30 – 14:00, 18:00 – 21:00","星期三: 11:30 – 14:00, 18:00 – 21:00","星期四: 11:30 – 14:00, 18:00 – 21:00","星期五: 11:30 – 14:00, 18:00 – 21:30","星期六: 11:30 – 14:00, 18:00 – 21:30","星期日: 11:30 – 14:00, 18:00 – 21:00",,https://maps.google.com/?cid=11591921626083141194,3, 彩日本料理,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6228750-Reviews-Irodori_Grand_Hyatt_Taipei-Xinyi_District_Taipei.html,"110 台灣 信義區台北 3F, No. 2, Songshou Rd., Xinyi Dist",+886 2 2720 1230,4,"日式料理, 壽司, 亞洲料理, 湯品",580
196,餃子樂 信義店,110台灣台北市信義區忠孝東路五段59號,4,779,25.041389,121.566686,+886 2 2765 7721,"星期一: 11:30 – 14:30, 16:30 – 20:30","星期二: 11:30 – 14:30, 16:30 – 20:30","星期三: 11:30 – 14:30, 16:30 – 20:30","星期四: 11:30 – 14:30, 16:30 – 20:30","星期五: 11:30 – 14:30, 16:30 – 20:30",星期六: 11:30 – 20:30,星期日: 休息,,https://maps.google.com/?cid=15626691606087444598,2, 餃子樂,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d13458501-Reviews-Happy_Dumpling-Xinyi_District_Taipei.html,110 台灣 信義區台北 信义区忠孝东路五段59号,+886 2 2765 7721,4.5,"亞洲料理, 台灣小吃/台菜",11
197,港都熱炒 中和總店,235台灣新北市中和區大勇街12號10號,4.3,1575,24.9926285,121.517261,+886 2 2940 6751,星期一: 17:00 – 01:00,星期二: 17:00 – 01:00,星期三: 17:00 – 01:00,星期四: 17:00 – 01:00,星期五: 17:00 – 01:00,星期六: 17:00 – 01:00,星期日: 17:00 – 01:00,TRUE,https://maps.google.com/?cid=17180535215906318131,2, 港都熱炒 中山旗艦店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d23694400-Reviews-Gang_Dou_Zhongshan_Store-Zhongshan_District_Taipei.html,104011 台灣 中山區台北 民生东路一段52号,+886 2 2940 6751,5,"中式料理, 亞洲料理, 晚餐, 台灣小吃/台菜, 餐酒吧, 啤酒餐廳",2
198,Oh my!原燒 台北林森北店,10491台灣台北市中山区林森北路123號2F,4.7,3708,25.0508364,121.5252147,+886 2 2522 1688,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=11217499959942618348,2, 原燒 - 台北林森北店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d17338152-Reviews-Yakiyan-Zhongshan_District_Taipei.html,台灣 中山區台北 2/F 2樓,+886 2 2522 1688,5,燒烤,1
199,昆明園 Kunming Islamic Restaurant,105台灣台北市松山區復興北路81巷26號,4.4,684,25.0510673,121.545166,+886 2 2751 6776,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00",星期六: 17:30 – 21:00,星期日: 17:30 – 21:00,TRUE,https://maps.google.com/?cid=5574949563295418170,2, 清真昆明園,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d776400-Reviews-Kunming_Islamic_Food-Songshan_Taipei.html,台灣 松山台北 复兴北路81巷26号,+886 2 2751 6776,4,印度料理亞洲料理提供素食選擇,46
200,苗栗客家菜館,112台灣台北市北投區中和街457之8號,4.5,1363,25.144794,121.496234,+886 2 2894 4082,"星期一: 10:00 – 14:00, 17:00 – 21:30","星期二: 10:00 – 14:00, 17:00 – 21:30",星期三: 休息,"星期四: 10:00 – 14:00, 17:00 – 21:30","星期五: 10:00 – 14:00, 17:00 – 21:30","星期六: 10:00 – 14:00, 17:00 – 21:30","星期日: 10:00 – 14:00, 17:00 – 21:30",TRUE,https://maps.google.com/?cid=431664201794271156,2, 苗栗客家菜,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6146832-Reviews-Miao_Li_Hakka_Cuisine-Beitou_Taipei.html,"台灣 北投台北 No. 457, Zhonghe St., Beitou Dist",+886 2 2894 4082,,"亞洲料理, 台灣小吃/台菜",0
201,七褔牛肉麵水餃店,112台灣台北市北投區中和街509號,4,234,25.1451969,121.4942474,+886 2 2895 4537,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=7289143492588564226,1, 七福牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6140750-Reviews-Qi_Fu_Noodles-Beitou_Taipei.html,"台灣 北投台北 No. 509, Zhonghe St., Beitou Dist",+886 2 2895 4537,,"快餐, 亞洲料理",0
202,十方素食,112台灣台北市北投區大同街341號,4.4,86,25.140988,121.499354,+886 2 2893 6248,星期一: 休息,星期二: 07:00 – 14:00,星期三: 07:00 – 14:00,星期四: 07:00 – 14:00,星期五: 07:00 – 14:00,星期六: 07:00 – 14:00,星期日: 07:00 – 14:00,TRUE,https://maps.google.com/?cid=12301175127406567053,1, 十方素食,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6141001-Reviews-Shi_Fang_Vegetarian_Restaurant-Beitou_Taipei.html,"台灣 北投台北 No. 341, Datong St., Beitou Dist",+886 2 2893 6248,,"提供素食選擇, 提供純素選擇",0
203,金春發牛肉店,112台灣台北市北投區中央北路二段169號,3.8,2186,25.1376583,121.4932767,+886 2 2892 8072,星期一: 休息,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 21:00,FALSE,https://maps.google.com/?cid=5664624161955545809,2, 金春發牛肉店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6138113-Reviews-Jin_Chun_Fa_Beef_Store-Beitou_Taipei.html,"台灣 北投台北 No. 169, Sec. 2, Zhongyang N. Rd., Beitou Dist",+886 2 2892 8072,4,多國料理,8
204,梅苑小館,112台灣台北市北投區永興路一段30號,4.3,802,25.139004,121.500018,+886 2 2895 0066,"星期一: 11:30 – 14:00, 17:00 – 21:00","星期二: 11:30 – 14:00, 17:00 – 21:00","星期三: 11:30 – 14:00, 17:00 – 21:00","星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=14555653685186329050,2, 梅苑小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d13953420-Reviews-Meiyuan_Xiaoguan-Beitou_Taipei.html,112 台灣 北投台北 北投区永兴路1段30号,+886 2 2895 0066,5,,1
205,日本拉麵屋,112台灣台北市北投區中和街303號,4,323,25.1406414,121.4999874,+886 2 2893 4585,星期一: 休息,"星期二: 11:30 – 14:00, 17:00 – 21:00","星期三: 11:30 – 14:00, 17:00 – 21:00","星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=17113718695825683065,1, 日本拉麵屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6146245-Reviews-Ri_Ben_Ramen_House-Beitou_Taipei.html,"台灣 北投台北 No. 303, Zhonghe St., Beitou Dist",+886 2 2893 4585,,日式料理,0
206,满来温泉拉麵 man-lai,112台灣台北市北投區中和街30號,3.8,3692,25.137918,121.503029,+886 2 2894 9588,星期一: 休息,星期二: 11:30 – 20:30,星期三: 11:30 – 20:30,星期四: 11:30 – 20:30,星期五: 11:30 – 20:30,星期六: 11:30 – 20:30,星期日: 11:30 – 20:30,TRUE,https://maps.google.com/?cid=18242192097164415822,2, 滿來溫泉拉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d7148514-Reviews-Manlai_Hot_Spring_Ramen-Beitou_Taipei.html,112 台灣 北投台北 北投区中山路1-8号,+886 2 2894 9588,3.5,"日式料理, 亞洲料理, 湯品",121
207,VIVACE 薇瓦琪義式餐酒館,112台灣台北市北投區光明路2巷9號,4.4,524,25.131649,121.499427,+886 2 2894 1169,星期一: 休息,"星期二: 12:00 – 16:00, 17:00 – 21:00","星期三: 12:00 – 16:00, 17:00 – 21:00","星期四: 12:00 – 16:00, 17:00 – 21:00","星期五: 12:00 – 16:00, 17:00 – 21:00","星期六: 12:00 – 16:00, 17:00 – 21:00","星期日: 12:00 – 16:00, 17:00 – 21:00",TRUE,https://maps.google.com/?cid=18242047067737747046,2, Vivace,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d15016326-Reviews-Vivace-Beitou_Taipei.html,112 台灣 北投台北 光明路2巷9号,+886 2 2894 1169,5,"午餐, 晚餐",6
208,台北寶萊納餐廳,112台灣台北市北投區大度路三段296巷41號1樓,3.9,570,25.124358,121.466747,+886 2 2891 7677,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=5639923626941764300,3, 寶萊納啤酒餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d3905266-Reviews-Paulaner_Restaurant-Beitou_Taipei.html,112 台灣 北投台北 北投区学园路1号,+886 2 2891 7677,4,"德國料理, 異國風味, 亞洲料理, 台灣小吃/台菜",24
